capture_id,scenario_id,window_start_time,window_duration,relative_time,attack_start_time,phase,attack_family,packet_count,byte_count,pps,bps,avg_packet_size,tcp_packet_count,udp_packet_count,icmp_packet_count,tcp_ratio,udp_ratio,icmp_ratio,syn_count,ack_count,rst_count,syn_ratio,ack_ratio,syn_to_ack_ratio,unique_src_ip_count,unique_dst_ip_count,unique_src_port_count,unique_dst_port_count,flow_count,many_to_one_ratio,c2_packet_count,c2_flow_count,bots_contacting_c2_count,simultaneous_src_count,burstiness_score,pps_mean_5s,bps_mean_5s,unique_src_mean_5s,flow_count_mean_5s,pps_slope_5s,bps_slope_5s,unique_src_slope_5s,flow_count_slope_5s,pps_zscore,bps_zscore,unique_src_zscore,flow_count_zscore
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970617.000000,1.000000,21.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970618.000000,1.000000,22.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970619.000000,1.000000,23.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970620.000000,1.000000,24.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970621.000000,1.000000,25.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970622.000000,1.000000,26.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970623.000000,1.000000,27.000000,1777970624.123399,pre_attack,http,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970624.000000,1.000000,28.000000,1777970624.123399,pre_attack,http,7608,486912,7608.000000,3895296.000000,64.000000,7608,0,0,1.000000,0.000000,0.000000,3804,3804,3804,0.500000,0.500000,1.000000,46,46,3304,3304,7608,0.978261,0,0,0,46,1.182965,1521.600000,779059.200000,9.200000,1521.600000,1521.600000,779059.200000,9.200000,1521.600000,0.000000,0.000000,0.000000,0.000000
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970625.000000,1.000000,29.000000,1777970624.123399,attack,http,9000,576000,9000.000000,4608000.000000,64.000000,9000,0,0,1.000000,0.000000,0.000000,4500,4500,4500,0.500000,0.500000,1.000000,46,46,3853,3853,9000,0.978261,0,0,0,46,1.000000,3321.600000,1700659.200000,18.400000,3321.600000,2560.800000,1311129.600000,13.800000,2560.800000,6.294241,6.294241,5.291503,6.294241
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970626.000000,1.000000,30.000000,1777970624.123399,attack,http,9000,576000,9000.000000,4608000.000000,64.000000,9000,0,0,1.000000,0.000000,0.000000,4500,4500,4500,0.500000,0.500000,1.000000,46,46,3815,3815,9000,0.978261,0,0,0,46,1.000000,5121.600000,2622259.200000,27.600000,5121.600000,2700.000000,1382400.000000,13.800000,2700.000000,4.062405,4.062405,3.741657,4.062405
c2__http-high__60s__20260505_114315__dc_ingress,http-high,1777970627.000000,1.000000,31.000000,1777970624.123399,attack,http,5424,347136,5424.000000,2777088.000000,64.000000,5424,0,0,1.000000,0.000000,0.000000,2712,2712,2712,0.500000,0.500000,1.000000,46,46,2463,2463,5424,0.978261,0,0,0,46,1.659292,6206.400000,3177676.800000,36.800000,6206.400000,1224.000000,626688.000000,9.200000,1224.000000,1.778924,1.778924,3.000000,1.778924
